1, 4, 1, 		1.0120,		0.7368, 0.4837, -0.4724, -0.1414, 0.6106, -0.7792, 0.7655, -0.6341, 0.1092, 		0.7180, 0.2820, 0.0000, 
1, 4, 1, 		0.4876,		0.6760, 0.3520, -0.6474, -0.7027, -0.7110, -0.0249, -0.1376, 0.7017, -0.6991, 		0.4989, 0.3045, 0.1966, 
1, 4, 1, 		0.7899,		0.6050, 0.3997, -0.6886, 0.7092, 0.7040, 0.0377, -0.3852, -0.8558, 0.3454, 		    0.6301, 0.3699, 0.0000, 
1, 4, 1, 		0.7900,		0.6065, 0.3979, -0.6884, -0.7067, -0.7064, -0.0387, -0.0269, 0.9536, -0.3000, 		0.6292, 0.3708, 0.0000, 
1, 4, 1, 		1.5790,		0.6728, 0.5050, -0.5407, 0.9396, 0.0487, -0.3389, -0.4157, -0.2827, 0.8644, 		1.0000, 0.0000, 0.0000, 
1, 5, 1, 		0.8480,		-0.0189, 0.0137, -0.9997, 0.7905, -0.5479, -0.2737, -0.4584, 0.0806, 0.8851, 		0.7445, 0.2555, 0.0000, 
1, 5, 1, 		0.5086,		0.2296, -0.0690, -0.9708, 0.3455, -0.1099, 0.9320, 0.7789, -0.5940, -0.2012, 		0.4514, 0.3672, 0.1814, 
1, 5, 1, 		0.8480,		0.0208, -0.0143, 0.9997, -0.7895, 0.5424, 0.2872, 0.2543, 0.8538, -0.4543, 		    0.7446, 0.2554, 0.0000, 
1, 5, 1, 		0.8480,		0.0224, -0.0151, 0.9996, -0.7894, 0.5443, 0.2839, -0.4490, -0.1456, 0.8816, 		0.7437, 0.2563, 0.0000, 
1, 5, 1, 		0.5085,		-0.2176, 0.0734, 0.9733, 0.3497, -0.1253, 0.9284, 0.7829, -0.5869, -0.2066, 		0.4604, 0.3583, 0.1813, 
1, 6, 1, 		0.8811,		-0.4667, -0.5876, -0.6610, -0.3990, -0.4030, 0.8237, 0.3078, -0.3213, 0.8955, 		0.5222, 0.4778, 0.0000, 
1, 6, 1, 		0.8811,		0.4663, 0.5872, 0.6616, -0.3978, -0.4071, 0.8222, 0.1748, -0.4428, 0.8794, 		    0.5226, 0.4774, 0.0000, 
1, 6, 1, 		0.8811,		0.4647, 0.5858, 0.6640, -0.4031, -0.4101, 0.8181, -0.4198, 0.8843, 0.2042, 		    0.5228, 0.4772, 0.0000, 
1, 6, 1, 		0.8811,		0.4684, 0.5865, 0.6608, 0.4004, 0.4051, -0.8220, -0.4469, 0.5831, 0.6785, 		    0.5225, 0.4775, 0.0000, 
1, 6, 1, 		2.7328,		-0.3651, -0.3762, 0.8516, 0.5425, -0.4552, 0.7061, -0.4992, -0.8472, 0.1816, 		1.0000, 0.0000, 0.0000, 
1, 7, 1, 		0.7344,		0.2596, 0.0703, 0.9632, -0.9100, -0.2612, 0.3220, -0.5072, -0.0274, 0.8614, 		0.5217, 0.4783, 0.0000, 
1, 7, 1, 		0.7344,		0.2606, 0.0712, 0.9628, -0.9107, -0.2610, 0.3202, 0.7081, -0.6840, -0.1756, 		0.5221, 0.4779, 0.0000, 
1, 7, 1, 		0.7344,		0.2606, 0.0712, 0.9628, 0.9103, 0.2583, -0.3234, 0.8628, 0.1066, 0.4942, 		    0.5223, 0.4777, 0.0000, 
1, 7, 1, 		0.7344,		0.2609, 0.0722, 0.9627, 0.9105, 0.2603, -0.3212, 0.8553, -0.2035, 0.4764, 		    0.5219, 0.4781, 0.0000, 
1, 7, 1, 		0.7344,		0.2619, 0.0719, 0.9624, -0.9104, -0.2596, 0.3221, 0.6816, -0.6244, -0.3814, 		0.5221, 0.4779, 0.0000, 
1, 8, 1, 		0.8469,		0.7440, 0.5466, -0.3844, -0.1821, -0.1504, 0.9717, -0.0679, -0.7801, 0.6219, 		0.5612, 0.4388, 0.0000, 
1, 8, 1, 		1.7291,		0.6119, 0.4683, -0.6374, 0.0429, -0.8672, 0.4961, -0.1263, -0.2449, -0.9613, 		1.0000, 0.0000, 0.0000, 
1, 8, 1, 		1.7292,		0.6147, 0.4668, -0.6358, -0.5014, -0.8136, 0.2943, 0.4509, 0.0653, -0.8902, 		1.0000, 0.0000, 0.0000, 
1, 8, 1, 		0.8469,		0.7446, 0.5455, -0.3847, -0.1856, -0.1509, 0.9710, 0.4538, 0.0201, -0.8909, 		0.5608, 0.4392, 0.0000, 
1, 8, 1, 		1.3458,		0.5965, 0.4858, -0.6389, 0.7510, -0.6586, -0.0464, -0.5483, -0.8090, 0.2117, 		0.7466, 0.2534, 0.0000, 
1, 9, 1, 		0.7153,		-0.2566, -0.8394, 0.4791, 0.3059, 0.8659, 0.3958, 0.7486, -0.5328, -0.3947, 		0.5061, 0.3218, 0.1721, 
1, 9, 1, 		0.9621,		0.2719, 0.8254, -0.4948, 0.1600, 0.8986, 0.4086, 0.7042, 0.5486, -0.4507, 		    0.5870, 0.4130, 0.0000, 
1, 9, 1, 		0.9622,		0.2744, 0.8256, -0.4930, 0.1517, 0.9013, 0.4057, -0.3681, 0.8327, -0.4137, 		    0.5878, 0.4122, 0.0000, 
1, 9, 1, 		0.9622,		-0.2748, -0.8275, 0.4896, -0.1525, -0.8986, -0.4114, -0.3804, 0.6660, -0.6416, 		0.5886, 0.4114, 0.0000, 
1, 9, 1, 		0.7154,		0.2565, 0.8390, -0.4798, -0.3047, -0.8681, -0.3918, 0.7493, -0.5313, -0.3953, 		0.5055, 0.3233, 0.1713, 
1, 10, 1, 		0.8472,		-0.3303, 0.8510, 0.4083, 0.0823, -0.0848, 0.9930, -0.7200, 0.4864, 0.4950, 		    0.5348, 0.4652, 0.0000, 
1, 10, 1, 		1.9217,		-0.2788, 0.8028, 0.5271, -0.9004, 0.4053, -0.1579, -0.6283, -0.2136, 0.7481, 		1.0000, 0.0000, 0.0000, 
1, 10, 1, 		0.8473,		0.3222, -0.8502, -0.4162, 0.0836, -0.0924, 0.9922, -0.7760, 0.0924, 0.6239, 		0.5357, 0.4643, 0.0000, 
1, 10, 1, 		0.8472,		0.3286, -0.8515, -0.4086, 0.0831, -0.0840, 0.9930, -0.9022, 0.2747, 0.3327, 		0.5341, 0.4659, 0.0000, 
1, 10, 1, 		0.8472,		0.3273, -0.8512, -0.4104, 0.0822, -0.0875, 0.9928, -0.7393, 0.4946, 0.4570, 		0.5347, 0.4653, 0.0000, 
